Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.778",,,"PATRIC.562.163959.562.163959.con.0001.CDS.799429.799620.rev","PATRIC","CDS",799429,799620,192,"-",,"PLF_561_00003191","PGF_00065554",,63,,"Uncharacterized protein YfgG",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.779",,,"PATRIC.562.163959.562.163959.con.0001.CDS.799638.799790.fwd","PATRIC","CDS",799638,799790,153,"+",,"PLF_561_00003290","PGF_00045665",,50,,"Putative uncharacterized protein YoeF",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.780",,,"PATRIC.562.163959.562.163959.con.0001.CDS.799972.802215.fwd","PATRIC","CDS",799972,802215,2244,"+",,"PLF_561_00000267","PGF_00419906",,747,,"c-di-GMP phosphodiesterase (EC 3.1.4.52) => PdeF","GO:0071111|cyclic-guanylate-specific phosphodiesterase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.781",,,"PATRIC.562.163959.562.163959.con.0001.CDS.802254.803795.rev","PATRIC","CDS",802254,803795,1542,"-",,"PLF_561_00002563","PGF_05471309",,513,,"Exopolyphosphatase (EC 3.6.1.11)","GO:0004309|exopolyphosphatase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.782",,,"PATRIC.562.163959.562.163959.con.0001.CDS.803800.805866.rev","PATRIC","CDS",803800,805866,2067,"-",,"PLF_561_00000489","PGF_05195470",,688,,"Polyphosphate kinase (EC 2.7.4.1)","GO:0008976|polyphosphate kinase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.783",,,"PATRIC.562.163959.562.163959.con.0001.CDS.806038.806676.rev","PATRIC","CDS",806038,806676,639,"-",,"PLF_561_00003019","PGF_00033968",,212,,"Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)","GO:0004644|phosphoribosylglycinamide formyltransferase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.784",,,"PATRIC.562.163959.562.163959.con.0001.CDS.806676.807713.rev","PATRIC","CDS",806676,807713,1038,"-",,"PLF_561_00002587","PGF_00033954",,345,,"Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)","GO:0004641|phosphoribosylformylglycinamidine cyclo-ligase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.68",,,"PATRIC.562.163959.562.163959.con.0001.CDS.80672.80944.rev","PATRIC","CDS",80672,80944,273,"-",,"PLF_561_00001456","PGF_08059713",,90,,"Phosphocarrier protein, nitrogen regulation associated",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.785",,,"PATRIC.562.163959.562.163959.con.0001.CDS.808038.808664.fwd","PATRIC","CDS",808038,808664,627,"+",,"PLF_561_00002152","PGF_00403095",,208,,"Uracil phosphoribosyltransferase (EC 2.4.2.9)","GO:0004845|uracil phosphoribosyltransferase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.786",,,"PATRIC.562.163959.562.163959.con.0001.CDS.808750.810039.fwd","PATRIC","CDS",808750,810039,1290,"+",,"PLF_561_00001166","PGF_00066935",,429,,"Uracil permease @ Uracil:proton symporter UraA",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.69",,,"PATRIC.562.163959.562.163959.con.0001.CDS.80941.81795.rev","PATRIC","CDS",80941,81795,855,"-",,"PLF_561_00001835","PGF_03788368",,284,,"RNase adapter protein RapZ",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.787",,,"PATRIC.562.163959.562.163959.con.0001.CDS.810089.810835.fwd","PATRIC","CDS",810089,810835,747,"+",,"PLF_561_00045168","PGF_04275878",,248,,"DnaA inactivator Hda (shorter homolog of DnaA)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.788",,,"PATRIC.562.163959.562.163959.con.0001.CDS.810973.811332.rev","PATRIC","CDS",810973,811332,360,"-",,"PLF_561_00002795","PGF_09375481",,119,,"Uncharacterized protein YfgD, not an arsenate reductase",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.789",,,"PATRIC.562.163959.562.163959.con.0001.CDS.811353.812816.rev","PATRIC","CDS",811353,812816,1464,"-",,"PLF_561_00001342","PGF_00425212",,487,,"Exported zinc metalloprotease YfgC precursor",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.790",,,"PATRIC.562.163959.562.163959.con.0001.CDS.813029.814090.fwd","PATRIC","CDS",813029,814090,1062,"+",,"PLF_561_00002217","PGF_00043154",,353,,"Putative permease PerM (= YfgO)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.791",,,"PATRIC.562.163959.562.163959.con.0001.CDS.814128.814976.rev","PATRIC","CDS",814128,814976,849,"-",,"PLF_561_00003807","PGF_00006186",,282,,"Formate efflux transporter FocA",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.792",,,"PATRIC.562.163959.562.163959.con.0001.CDS.814998.817010.rev","PATRIC","CDS",814998,817010,2013,"-",,"PLF_561_00017727","PGF_03351292",,670,,"Formate hydrogenlyase transcriptional activator",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.793",,,"PATRIC.562.163959.562.163959.con.0001.CDS.817040.817453.rev","PATRIC","CDS",817040,817453,414,"-",,"PLF_561_00003857","PGF_00012562",,137,,"Hydrogenase-4 maturation protease",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.794",,,"PATRIC.562.163959.562.163959.con.0001.CDS.817446.818204.rev","PATRIC","CDS",817446,818204,759,"-",,"PLF_561_00003535","PGF_00012557",,252,,"Hydrogenase-4 component I",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.795",,,"PATRIC.562.163959.562.163959.con.0001.CDS.818201.818746.rev","PATRIC","CDS",818201,818746,546,"-",,"PLF_561_00003808","PGF_01332618",,181,,"Hydrogenase-4 component H",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.70",,,"PATRIC.562.163959.562.163959.con.0001.CDS.81841.82332.rev","PATRIC","CDS",81841,82332,492,"-",,"PLF_561_00001875","PGF_05549488",,163,,"PTS IIA-like nitrogen-regulatory protein PtsN",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.796",,,"PATRIC.562.163959.562.163959.con.0001.CDS.818756.820423.rev","PATRIC","CDS",818756,820423,1668,"-",,"PLF_561_00003816","PGF_04408956",,555,,"Hydrogenase-4 component G",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.797",,,"PATRIC.562.163959.562.163959.con.0001.CDS.820413.821993.rev","PATRIC","CDS",820413,821993,1581,"-",,"PLF_561_00003671","PGF_05641506",,526,,"Hydrogenase-4 component F",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.798",,,"PATRIC.562.163959.562.163959.con.0001.CDS.821998.822648.rev","PATRIC","CDS",821998,822648,651,"-",,"PLF_561_00003858","PGF_12841270",,216,,"Hydrogenase-4 component E",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.799",,,"PATRIC.562.163959.562.163959.con.0001.CDS.822660.824099.rev","PATRIC","CDS",822660,824099,1440,"-",,"PLF_561_00003284","PGF_03198198",,479,,"Hydrogenase-4 component D",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.800",,,"PATRIC.562.163959.562.163959.con.0001.CDS.824116.825063.rev","PATRIC","CDS",824116,825063,948,"-",,"PLF_561_00003720","PGF_00006231",,315,,"Hydrogenase-4 component C",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.71",,,"PATRIC.562.163959.562.163959.con.0001.CDS.82450.82737.rev","PATRIC","CDS",82450,82737,288,"-",,"PLF_561_00001664","PGF_01382519",,95,,"Ribosome hibernation promoting factor Hpf",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.801",,,"PATRIC.562.163959.562.163959.con.0001.CDS.825074.827092.rev","PATRIC","CDS",825074,827092,2019,"-",,"PLF_561_00003444","PGF_00024550",,672,,"Hydrogenase-4 component B",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.802",,,"PATRIC.562.163959.562.163959.con.0001.CDS.827092.827709.rev","PATRIC","CDS",827092,827709,618,"-",,"PLF_561_00003854","PGF_06646716",,205,,"Hydrogenase-4 component A",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.72",,,"PATRIC.562.163959.562.163959.con.0001.CDS.82760.84193.rev","PATRIC","CDS",82760,84193,1434,"-",,"PLF_561_00001295","PGF_00046403",,477,,"RNA polymerase sigma-54 factor RpoN",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.803",,,"PATRIC.562.163959.562.163959.con.0001.CDS.827962.828432.rev","PATRIC","CDS",827962,828432,471,"-",,"PLF_561_00002352","PGF_00220548",,156,,"Thiol peroxidase, Bcp-type (EC 1.11.1.15)","GO:0051920|peroxiredoxin activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.804",,,"PATRIC.562.163959.562.163959.con.0001.CDS.828432.829004.rev","PATRIC","CDS",828432,829004,573,"-",,"PLF_561_00002303","PGF_12918557",,190,,"Glycine cleavage system transcriptional antiactivator GcvR",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.805",,,"PATRIC.562.163959.562.163959.con.0001.CDS.829150.830028.fwd","PATRIC","CDS",829150,830028,879,"+",,"PLF_561_00001701","PGF_00549380",,292,,"4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)","GO:0008840|4-hydroxy-tetrahydrodipicolinate synthase"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.806",,,"PATRIC.562.163959.562.163959.con.0001.CDS.830045.831079.fwd","PATRIC","CDS",830045,831079,1035,"+",,"PLF_561_00001644","PGF_00993530",,344,,"Outer membrane beta-barrel assembly protein BamC",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.807",,,"PATRIC.562.163959.562.163959.con.0001.CDS.831292.832005.fwd","PATRIC","CDS",831292,832005,714,"+",,"PLF_561_00002118","PGF_00033936",,237,,"Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)","GO:0004639|phosphoribosylaminoimidazolesuccinocarboxamide synthase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.808",,,"PATRIC.562.163959.562.163959.con.0001.CDS.832173.833036.fwd","PATRIC","CDS",832173,833036,864,"+",,"PLF_561_00001689","PGF_00405499",,287,,"YpfJ protein, zinc metalloprotease superfamily",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.809",,,"PATRIC.562.163959.562.163959.con.0001.CDS.833051.835066.fwd","PATRIC","CDS",833051,835066,2016,"+",,"PLF_561_00000947","PGF_01956528",,671,,"tRNA cytosine(34) acetyltransferase (EC 2.3.1.193)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.810",,,"PATRIC.562.163959.562.163959.con.0001.CDS.835140.835838.fwd","PATRIC","CDS",835140,835838,699,"+",,"PLF_561_00002081","PGF_00424798",,232,,"Esterase YpfH",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.811",,,"PATRIC.562.163959.562.163959.con.0001.CDS.835948.836148.rev","PATRIC","CDS",835948,836148,201,"-",,"PLF_561_00003003","PGF_00064342",,66,,"UPF0370 protein YpfN",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.812",,,"PATRIC.562.163959.562.163959.con.0001.CDS.836176.837303.rev","PATRIC","CDS",836176,837303,1128,"-",,"PLF_561_00002417","PGF_00024234",,375,,"N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)","GO:0009014|succinyl-diaminopimelate desuccinylase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.813",,,"PATRIC.562.163959.562.163959.con.0001.CDS.837307.837663.rev","PATRIC","CDS",837307,837663,357,"-",,"PLF_561_00002764","PGF_00577145",,118,,"FIG138056: a glutathione-dependent thiol reductase",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.814",,,"PATRIC.562.163959.562.163959.con.0001.CDS.838202.841315.rev","PATRIC","CDS",838202,841315,3114,"-",,"PLF_561_00000324","PGF_03376567",,1037,,"Aminoglycosides efflux system AcrAD-TolC, inner-membrane proton/drug antiporter AcrD (RND type)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.815",,,"PATRIC.562.163959.562.163959.con.0001.CDS.841479.843179.rev","PATRIC","CDS",841479,843179,1701,"-",,"PLF_561_00001867","PGF_00025720",,566,,"Nitrate/nitrite sensor protein NarQ",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.73",,,"PATRIC.562.163959.562.163959.con.0001.CDS.84241.84966.rev","PATRIC","CDS",84241,84966,726,"-",,"PLF_561_00001010","PGF_00017190",,241,,"Lipopolysaccharide ABC transporter, ATP-binding protein LptB",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.816",,,"PATRIC.562.163959.562.163959.con.0001.CDS.843385.845364.fwd","PATRIC","CDS",843385,845364,1980,"+",,"PLF_561_00002510","PGF_00037873",,659,,"Protein AegA",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.817",,,"PATRIC.562.163959.562.163959.con.0001.CDS.845432.846007.fwd","PATRIC","CDS",845432,846007,576,"+",,"PLF_561_00002638","PGF_00006737",,191,,"GDP-mannose pyrophosphatase NudK",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.818",,,"PATRIC.562.163959.562.163959.con.0001.CDS.846133.847176.fwd","PATRIC","CDS",846133,847176,1044,"+",,"PLF_561_00002759","PGF_00422436",,347,,"DUF1176 domain-containing protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.819",,,"PATRIC.562.163959.562.163959.con.0001.CDS.847271.849274.rev","PATRIC","CDS",847271,849274,2004,"-",,"PLF_561_00001787","PGF_01136362",,667,,"Transketolase (EC 2.2.1.1)","GO:0004802|transketolase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.820",,,"PATRIC.562.163959.562.163959.con.0001.CDS.849294.850244.rev","PATRIC","CDS",849294,850244,951,"-",,"PLF_561_00001307","PGF_00057399",,316,,"Transaldolase (EC 2.2.1.2)","GO:0004801|sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.74",,,"PATRIC.562.163959.562.163959.con.0001.CDS.84973.85530.rev","PATRIC","CDS",84973,85530,558,"-",,"PLF_561_00002412","PGF_09879986",,185,,"Lipopolysaccharide export system protein LptA",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.821",,,"PATRIC.562.163959.562.163959.con.0001.CDS.850533.852812.fwd","PATRIC","CDS",850533,852812,2280,"+",,"PLF_561_00001445","PGF_06447349",,759,,"NADP-dependent malic enzyme (EC 1.1.1.40)","GO:0004473|malate dehydrogenase (decarboxylating) (NADP+) activity;GO:0004473|oxaloacetate decarboxylase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.822",,,"PATRIC.562.163959.562.163959.con.0001.CDS.853105.853440.fwd","PATRIC","CDS",853105,853440,336,"+",,"PLF_561_00172981","PGF_00424891",,111,,"Ethanolamine utilization polyhedral-body-like protein EutS",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.823",,,"PATRIC.562.163959.562.163959.con.0001.CDS.853453.853932.fwd","PATRIC","CDS",853453,853932,480,"+",,"PLF_561_00003014","PGF_00424897",,159,,"Ethanolamine utilization protein EutP",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.824",,,"PATRIC.562.163959.562.163959.con.0001.CDS.853907.854608.fwd","PATRIC","CDS",853907,854608,702,"+",,"PLF_561_00002761","PGF_00424898",,233,,"Ethanolamine utilization protein EutQ",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.825",,,"PATRIC.562.163959.562.163959.con.0001.CDS.854605.855408.fwd","PATRIC","CDS",854605,855408,804,"+",,"PLF_561_00002977","PGF_02035040",,267,,"ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17) @ ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17), ethanolamine utilization","GO:0008817|cob(I)yrinic acid a,c-diamide adenosyltransferase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.75",,,"PATRIC.562.163959.562.163959.con.0001.CDS.85499.86074.rev","PATRIC","CDS",85499,86074,576,"-",,"PLF_561_00001857","PGF_00017327",,191,,"Lipopolysaccharide export system protein LptC",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.826",,,"PATRIC.562.163959.562.163959.con.0001.CDS.855405.856421.fwd","PATRIC","CDS",855405,856421,1017,"+",,"PLF_561_00000451","PGF_00033200",,338,,"Phosphate acetyltransferase (EC 2.3.1.8), ethanolamine utilization-specific","GO:0008959|phosphate acetyltransferase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.827",,,"PATRIC.562.163959.562.163959.con.0001.CDS.856460.856753.fwd","PATRIC","CDS",856460,856753,294,"+",,"PLF_561_00003127","PGF_03188511",,97,,"Ethanolamine utilization polyhedral-body-like protein EutM",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.828",,,"PATRIC.562.163959.562.163959.con.0001.CDS.856860.857147.fwd","PATRIC","CDS",856860,857147,288,"+",,"PLF_561_00002699","PGF_00424888",,95,,"Ethanolamine utilization polyhedral-body-like protein EutN",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.829",,,"PATRIC.562.163959.562.163959.con.0001.CDS.857159.858562.fwd","PATRIC","CDS",857159,858562,1404,"+",,"PLF_561_00003345","PGF_00024367",,467,,"Acetaldehyde dehydrogenase (EC 1.2.1.10) @ Acetaldehyde dehydrogenase (EC 1.2.1.10), ethanolamine utilization cluster","GO:0008774|acetaldehyde dehydrogenase (acetylating) activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.830",,,"PATRIC.562.163959.562.163959.con.0001.CDS.858573.859409.fwd","PATRIC","CDS",858573,859409,837,"+",,"PLF_561_00003013","PGF_00424895",,278,,"Ethanolamine utilization protein EutJ",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.831",,,"PATRIC.562.163959.562.163959.con.0001.CDS.859399.860586.fwd","PATRIC","CDS",859399,860586,1188,"+",,"PLF_561_00000961","PGF_00424894",,395,,"Ethanolamine utilization protein EutG",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.76",,,"PATRIC.562.163959.562.163959.con.0001.CDS.86071.86637.rev","PATRIC","CDS",86071,86637,567,"-",,"PLF_561_00001813","PGF_06894101",,188,,"3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45)","GO:0019143|3-deoxy-manno-octulosonate-8-phosphatase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.832",,,"PATRIC.562.163959.562.163959.con.0001.CDS.860803.862029.fwd","PATRIC","CDS",860803,862029,1227,"+",,"PLF_561_00001262","PGF_00424876",,408,,"Ethanolamine permease",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.833",,,"PATRIC.562.163959.562.163959.con.0001.CDS.862026.863429.fwd","PATRIC","CDS",862026,863429,1404,"+",,"PLF_561_00000468","PGF_00424892",,467,,"Ethanolamine utilization protein EutA",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.834",,,"PATRIC.562.163959.562.163959.con.0001.CDS.863430.863555.fwd","PATRIC","CDS",863430,863555,126,"+",,"PLF_561_00016806","PGF_01627328",,41,,"hypothetical protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.835",,,"PATRIC.562.163959.562.163959.con.0001.CDS.863578.864387.rev","PATRIC","CDS",863578,864387,810,"-",,"PLF_561_00013102","PGF_01625671",,269,,"FIG00639312: hypothetical protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.836",,,"PATRIC.562.163959.562.163959.con.0001.CDS.864538.864930.rev","PATRIC","CDS",864538,864930,393,"-",,"PLF_561_00015275","PGF_08225224",,130,,"CPZ-55 prophage; predicted protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.837",,,"PATRIC.562.163959.562.163959.con.0001.CDS.864941.865318.rev","PATRIC","CDS",864941,865318,378,"-",,"PLF_561_00018310","PGF_01628059",,125,,"CPZ-55 prophage; predicted protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.838",,,"PATRIC.562.163959.562.163959.con.0001.CDS.865793.866386.rev","PATRIC","CDS",865793,866386,594,"-",,"PLF_561_00104346","PGF_01626051",,197,,"FIG00640748: hypothetical protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.839",,,"PATRIC.562.163959.562.163959.con.0001.CDS.866383.866799.rev","PATRIC","CDS",866383,866799,417,"-",,"PLF_561_00014936","PGF_10491035",,138,,"hypothetical protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.77",,,"PATRIC.562.163959.562.163959.con.0001.CDS.86658.87644.rev","PATRIC","CDS",86658,87644,987,"-",,"PLF_561_00001505","PGF_00420903",,328,,"D-arabinose-5-phosphate isomerase (EC 5.3.1.13)","GO:0019146|arabinose-5-phosphate isomerase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.840",,,"PATRIC.562.163959.562.163959.con.0001.CDS.866917.867285.rev","PATRIC","CDS",866917,867285,369,"-",,"PLF_561_00017209","PGF_01627515",,122,,"CPZ-55 prophage; predicted protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.841",,,"PATRIC.562.163959.562.163959.con.0001.CDS.867297.867539.rev","PATRIC","CDS",867297,867539,243,"-",,"PLF_561_00172050","PGF_10506159",,80,,"hypothetical protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.842",,,"PATRIC.562.163959.562.163959.con.0001.CDS.868012.868539.rev","PATRIC","CDS",868012,868539,528,"-",,"PLF_561_00019034","PGF_01628393",,175,,"CPZ-55 prophage; predicted protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.843",,,"PATRIC.562.163959.562.163959.con.0001.CDS.868844.870052.rev","PATRIC","CDS",868844,870052,1209,"-",,"PLF_561_00017958","PGF_07214360",,402,,"Integrase",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.844",,,"PATRIC.562.163959.562.163959.con.0001.CDS.870231.871592.fwd","PATRIC","CDS",870231,871592,1362,"+",,"PLF_561_00001182","PGF_00424868",,453,,"Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7)","GO:0008851|ethanolamine ammonia-lyase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.845",,,"PATRIC.562.163959.562.163959.con.0001.CDS.871613.872500.fwd","PATRIC","CDS",871613,872500,888,"+",,"PLF_561_00002980","PGF_00424869",,295,,"Ethanolamine ammonia-lyase light chain (EC 4.3.1.7)","GO:0008851|ethanolamine ammonia-lyase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.846",,,"PATRIC.562.163959.562.163959.con.0001.CDS.872510.873169.fwd","PATRIC","CDS",872510,873169,660,"+",,"PLF_561_00003071","PGF_00424881",,219,,"Ethanolamine utilization polyhedral-body-like protein EutL",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.847",,,"PATRIC.562.163959.562.163959.con.0001.CDS.873182.873682.fwd","PATRIC","CDS",873182,873682,501,"+",,"PLF_561_00003085","PGF_00424880",,166,,"Ethanolamine utilization polyhedral-body-like protein EutK",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.848",,,"PATRIC.562.163959.562.163959.con.0001.CDS.873728.874780.fwd","PATRIC","CDS",873728,874780,1053,"+",,"PLF_561_00001721","PGF_10409999",,350,,"Ethanolamine operon regulatory protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.849",,,"PATRIC.562.163959.562.163959.con.0001.CDS.874786.875685.rev","PATRIC","CDS",874786,875685,900,"-",,"PLF_561_00003244","PGF_00419627",,299,,"Coproporphyrinogen III oxidase, aerobic (EC 1.3.3.3)","GO:0004109|coproporphyrinogen oxidase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.850",,,"PATRIC.562.163959.562.163959.con.0001.CDS.875689.876558.rev","PATRIC","CDS",875689,876558,870,"-",,"PLF_561_00002771","PGF_01466819",,289,,"N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)","GO:0008745|N-acetylmuramoyl-L-alanine amidase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.78",,,"PATRIC.562.163959.562.163959.con.0001.CDS.87658.88635.rev","PATRIC","CDS",87658,88635,978,"-",,"PLF_561_00000921","PGF_00709681",,325,,"Inner membrane protein YrbG, predicted calcium/sodium:proton antiporter",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.851",,,"PATRIC.562.163959.562.163959.con.0001.CDS.876772.877197.fwd","PATRIC","CDS",876772,877197,426,"+",,"PLF_561_00002058","PGF_00027841",,141,,"Acetyltransferase YpeA",
